순위,상품번호,도서명,부제목,저자,출판사,출판일,판매가,정가,적립포인트,판매지수,평점,리뷰수
110,193157707,ComfyUI 독학노트,"이미지 생성:FLUX.1 Krea·FLUX.1 Kontext·FLUX.2 Klein,Qwen-Image 등 최신 모델 워크플로우 수록/영상·3D 제작:Wan2.2로 프롬프트·영상 제작,Hunyuan3D와 Mesh 6로 3D 모델 제작/품질 결정:LoRA,ControlNet","김한호, 김홍일, 권구영, 윤택한, 최태온 저 외 2명
                                        
정보 더 보기/감추기



김한호
김홍일
권구영
윤택한
최태온
김나래
안현준",성안당,2026년 07월,34200,38000,1900,504,10.0,1
111,193084292,요즘 바이브 코딩 수익화 앱 만들기 with 커서 AI 마켓 등록·인앱 결제·구독 상품,"스티치, 피그마, 안드로이드, iOS, Xcode, 플러터, 애드몹, 광고, 앱 심사, 앱스토어, 플레이스토어 판매 등록, 누적 프로젝트 20개의 저자가 알려주는 돈이 되는 모바일 앱 제작 노하우",시몬,골든래빗,2026년 07월,30600,34000,1700,690,0.0,0
112,190210781,이게 되네? 클로드 MCP 커넥터 미친 활용법 31제,"클로드 설치, 스킬, 리서치부터 노션, 옵시디언, 엑셀, 구글 드라이브, 캔바, 피그마, 어도비, 공공데이터, 깃허브, 버셀 배포까지 일잘러의 AI 대통합 업무 자동화","박현규, 김성경",골든래빗,2026년 06월,21600,24000,1200,2196,8.8,5
113,188859248,알고 나면 무조건 써먹는 실무 엑셀,20년 차 기업 교육 No.1 엑셀 강사 정훈희쌤이 알려주는 엑셀 왕초보 강의,정훈희,한빛미디어,2026년 05월,20700,23000,1150,2262,9.7,13
114,187039263,퇴근이 빨라지는 제미나이 & 노트북LM 업무 자동화 정석 엑셀 X AI,,권현욱,디지털북스,2026년 04월,19800,22000,1100,2868,10.0,6
115,186833195,자연은 왜 이토록 단순하면서도 아름다운가,현대 물리학이 밝혀낸 세계의 질서,"로버트 칸, 크리스 퀴그 저/박병철 역",알에이치코리아(RHK),2026년 04월,31500,35000,1750,5370,9.7,13
116,179619230,맛있는 디자인 프리미어 프로&애프터 이펙트 CC 2026,"동영상 편집부터 모션 그래픽, AI 기능까지 제대로 써먹는 그래픽 입문서","심수진, 윤성우, 이수정",한빛미디어,2026년 03월,24300,27000,1350,3669,9.9,124
117,175525819,AI 자율학습 클로드 코드·코덱스 CLI·제미나이 CLI 완전 활용법,한 권으로 끝내는 AI 터미널 도구 3대장 바이브 코딩,Dave Lee,길벗,2026년 02월,28800,32000,1600,7374,9.6,25
118,167719977,"서논술형 평가, AI로 깊이를 더하다","성취기준, 형성평가, 총괄평가, 피드백, 루브릭, 질문, 과정 중심 평가, 깊이 있는 학습, AI 비서, AI 기반 채점·피드백 플랫폼","지미정, 장희영, 권의선, 이진원, 김수경 저 외 1명
                                        
정보 더 보기/감추기



지미정
장희영
권의선
이진원
김수경
박범진",앤써북,2025년 12월,22950,25500,1270,6618,10.0,13
119,154182485,처음이지만 프로처럼 쓰는 노션 Notion,데이터베이스 기초부터 자동화 시스템까지,박한용,디지털북스,2025년 09월,22500,25000,1250,7236,10.0,40
120,151066074,회사에서 바로 통하는 실무 엑셀 파워포인트 워드&한글,"챗GPT&AI 활용, 모든 버전 사용 가능","전미진, 이화진, 신면철",한빛미디어,2025년 08월,24300,27000,1350,14736,9.6,43
121,143539772,한 권으로 끝내는 아두이노 입문+실전 (종합편),기초부터 수준 높은 프로젝트까지,"서민우, 코코랩스",앤써북,2025년 03월,19800,22000,1100,2946,10.0,1
122,140835200,이게 되네? 챗GPT 미친 활용법 71제,"7배 더 빠르게, 7배 나은 퀄리티로 진짜 현업에 사용해온 일잘러 오대리의 ‘71가지 미친 업무 자동화’ with o3, 소라, 딥리서치, 프로젝트, 고급 음성모드, GPTs",오힘찬,골든래빗,2025년 01월,21600,24000,1200,24804,9.6,259
123,125830483,혼자 공부하는 네트워크,,강민철,한빛미디어,2024년 04월,25200,28000,1400,8682,9.8,48
124,122966082,F1 레이스카의 공기역학,F1 No.1 해설가 윤재수가 말하는 공기역학을 알면 F1이 보인다,윤재수 저/김효원 감수,골든래빗,2023년 11월,45000,50000,2500,2748,10.0,2
125,113485068,후니의 쉽게 쓴 시스코 네트워킹,,진강훈,성안당,2024년 08월,38700,43000,2150,4914,9.4,7
126,104661489,혼자 공부하는 SQL,1:1 과외하듯 배우는 데이터베이스 자습서,우재남,한빛미디어,2021년 11월,21600,24000,1200,5094,9.7,52
127,192469511,주인의 눈,인공지능의 사회사,맛떼오 파스퀴넬리 저/이광석 해제/김상민 역,동녘,2026년 06월,27000,30000,1500,1182,0.0,0
128,192583611,AI 자율학습 AI 에이전트 개발 입문,"LLM, RAG, Tool Use, Function Calling으로 배우는 AI 에이전트 설계와 구현",박경민,길벗,2026년 07월,28800,32000,1600,1194,9.3,3
129,191507359,AI 에이전트 실행 세계 2 : 설계편,엔터프라이즈 월드 모델 구축과 운영,조쉬,로드북,2026년 06월,31500,35000,1750,2010,0.0,0
130,192630668,혼자 해도 프로 선생님처럼 잘 설계하는 AI 자동화 교실,"AI 자동화, 수업 설계, 과정중심평가, 바이브 코딩, 교육용 웹앱","박창민, 이승우, 이슬민, 김동환, 김민 저 외 3명
                                        
정보 더 보기/감추기



박창민
이승우
이슬민
김동환
김민
김태현
이운희
이현석",한빛미디어,2026년 07월,20700,23000,1150,696,0.0,0
131,187703288,만들면서 배우는 AI 에이전트 개발 입문+실전,"랭그래프로 완성하는 단계별 싱글·멀티 에이전트 시스템, LLM 라우팅부터 MCP와 A2A 실전 구현까지",박나연(공원나연),한빛미디어,2026년 05월,33300,37000,1850,4440,9.6,45
132,187024885,요즘 바이브 코딩 커서 X 클로드 코드 실전 외주 돈 벌기,"인공지능 코딩, 부업, 수익화, 파이프 라인, 파이썬, 매크로, 엑셀 자동화, 깃허브, 웹 크롤링, API 연동, 커서 룰, CLAUDE.MD, 크몽 생존 전략, 견적 산정, 고객 응대 기술 누적 수익 5천! 비전공자 40대 차장의 AI",불혹코딩,골든래빗,2026년 05월,23400,26000,1300,3846,9.9,15
133,181178233,AI 국부론,노동의 종말과 인구 절벽을 맞이한 대한민국을 G3로 이끌 인공지능 레버리지 전략,이승현,골든래빗,2026년 03월,25200,28000,1400,3588,10.0,107
134,174197933,무조건 도움되는 유아교사 업무경감,에듀테크 & AI 활용,"김나영, 남동윤, 이영은, 장효정, 최지이 저 외 1명
                                        
정보 더 보기/감추기



김나영
남동윤
이영은
장효정
최지이
황경미",교육과실천,2026년 01월,22950,25500,1270,2979,10.0,9
135,172059324,AI 로봇 구조 교과서,"엔비디아 · Figure AI · 테슬라, AI 산업의 패권을 결정할 로봇 메커니즘 해설",유승남,보누스,2026년 01월,20700,23000,1150,2088,10.0,15
136,167452848,나는 오렌지3로 인공지능한다,Orange3로 데이터 분석․인공지능,"장병철, 서미란, 박지훈, 정종호",씨마스,2025년 12월,20700,23000,1150,5562,10.0,43
137,154099735,밑바닥부터 만들면서 배우는 LLM,GPT를 내 손으로 직접 단계별로 만들어보면서 대규모 언어 모델의 기본기를 탄탄히 채우기,세바스찬 라시카 저/박해선 역,길벗,2025년 09월,36000,40000,2000,11910,9.6,27
138,152079426,바로 배워서 바로 써먹는 바이브 코딩,"캔바, 구글 앱스크립트, 파이어베이스, 러버블까지, 웹 앱 개발 도구를 활용한 AI 융합 교육 가이드","박찬, 김병석, 전수연, 김지용, 구현희 저 외 3명
                                        
정보 더 보기/감추기



박찬
김병석
전수연
김지용
구현희
전채원
홍찬우
이상선",다빈치books,2025년 09월,19800,22000,1100,21051,10.0,43
139,150009333,보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책,feat. 챗GPT·퍼플렉시티·젠스파크·클로드·제미나이·그록·코파일럿·마누스·딥시크·펠로·뤼튼·클로바X·마이크로소프트 디자이너·이미지 크리에이터·릴스AI·윔지컬·슬라이드고·샬리·캔바·감마,박경수,한빛비즈,2025년 08월,19800,22000,1100,3888,9.0,16
140,129392318,디자인 구구단,"디자인이 필요한 순간, '툭' 튀어나오는 디자인 공식",에이핫,길벗,2024년 08월,18000,20000,1000,5952,9.6,77
141,127086566,그림으로 이해하는 서버 구조와 기술,"서버, 쉽고 재미있게 시작하자!","요코타 카즈키, 엔도 유키 저/김성훈 역",길벗,2024년 06월,19800,22000,1100,2484,10.0,14
142,125606390,Do it! C++ 완전 정복,기초부터 실전까지 제대로 배운다!,"조규남, 문종채",이지스퍼블리싱,2024년 03월,28800,32000,1600,4260,9.2,24
143,125293471,오토캐드 40시간 완성,,신동진,피앤피북,2024년 03월,18000,20000,1000,3321,10.0,6
144,124806989,모두의 네트워크 기초,10일만에 배우는 네트워크,서지영,길벗,2024년 01월,21600,24000,1200,2178,9.7,14
145,122338517,핸즈온 머신러닝,"사이킷런, 케라스, 텐서플로 2로 완벽 이해하는 머신러닝, 딥러닝 이론 & 실무",오렐리앙 제롱 저/박해선 역,한빛미디어,2023년 09월,54000,60000,3000,4476,9.7,39
146,102819435,가상 면접 사례로 배우는 대규모 시스템 설계 기초,,알렉스 쉬 저/이병준 역,인사이트(insight),2021년 07월,21600,24000,1200,6090,9.4,60
147,99359735,소프트웨어 테스트 전문가(CSTS) 가이드,,한국정보통신기술협회(TTA),홍릉,2021년 04월,31350,33000,990,6681,8.0,6
148,59566585,데이터 중심 애플리케이션 설계,신뢰할 수 있고 확장 가능하며 유지보수하기 쉬운 시스템을 지탱하는 핵심 아이디어,"마틴 클레프만 저/정재부, 김영준, 이도경 역",위키북스,2018년 04월,32400,36000,1800,3846,8.8,21
149,8921236,미래를 바꾼 아홉 가지 알고리즘,컴퓨터 세상을 만든 기발한 아이디어들,존 맥코믹 저 / 민병교 역,에이콘출판사,2013년 05월,16920,18800,940,3558,9.1,48
150,192277220,바이브 엔지니어링,"바이브 코딩을 넘어, AI를 무작정 믿지 않고 제대로 부려먹는 개발자 되는 법",제이 킴,길벗,2026년 06월,21600,24000,1200,906,9.2,5
151,191506324,AI 에이전트 실행 세계 1 : 원리편,뉴로심볼릭 월드 모델의 이론과 적용,조쉬,로드북,2026년 06월,27000,30000,1500,2184,0.0,0
152,190419762,생존을 위한 최소한의 AI 교양,"챗GPT의 원리부터 AI 혼자 일하는 미래까지, 기본을 모른 채 남들만 따라했던 당신이 가장 먼저 읽어야 할 책",조남호,골든래빗,2026년 06월,22500,25000,1250,3990,9.9,23
153,193391571,코딩 몰라도 시작하는 바이브 코딩,,박인찬,혜지원,2026년 07월,18000,20000,1000,300,0.0,0
154,193184112,교사의 시간 AI로 다시 쓰다,1시간의 일을 1분 만에 끝내는 마법의 도구,"황영준, 박성완, 양기송",에듀윌,2026년 07월,12600,14000,700,570,0.0,0
155,192666096,브랜드가 된 디자이너,"디자인을 대하는 태도부터 협업과 피드백까지, AI 시대에 살아남기 위한 디자이너의 성장 전략",노선선,시프트,2026년 07월,18900,21000,1050,657,0.0,0
156,191855007,스토리 창작자를 위한 AI 활용 가이드,"캐릭터 설정부터 스토리 전개까지, 글쓰기 효율을 끌어올리는 챗GPT 사용법","야마카와 겐이치, 이마이 아키히코, 아시자와 가모메 저/송경원 역",요다,2026년 06월,16200,18000,900,972,10.0,4
157,191321747,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 제미나이,"나노바나나, Omni, 노트북LM, 구글 AI 스튜디오를 활용한 학교 수업 자료 만들기","김태훈, 손민지, 김한나",한빛미디어,2026년 06월,19800,22000,1100,1782,10.0,8
158,189445450,AI 대세전환 안티그래비티 × 바이브 코딩 압도적 업무 역량,"비개발자를 위한 실전 업무 자동화, 웹 크롤링, 웹 서비스","정용범, 손상우, 박성환",프리렉,2026년 05월,27000,30000,1500,1146,10.0,28
159,187954810,"누구나 코딩하는 시대, 1일 10분 바이브 코딩","로또 번호 생성부터 주가 모니터링, 뉴스레터 자동 발행까지. 깃허브 코파일럿과 대화하며 만드는 나만의 자동화 프로그램",김영욱,한빛미디어,2026년 04월,19800,22000,1100,2004,10.0,16
160,185166276,이게 되네? 오픈클로 미친 활용법 50제,"AI 에이전트, 자동화, 크롤링, 이메일, 캘린더, 카카오톡, PPT, 한글 문서, 옵시디언, 데이터 분석, SNS, 블로그, AI 전화까지 코딩 없이 50가지 업무를 자동화하는 스마트폰 속 나만의 AI 비서 실전 가이드",한준구,골든래빗,2026년 05월,21600,24000,1200,7608,9.8,9
161,184570770,인스타그램 릴스 & 알고리즘 공략법 : 100만 조회수 만들기,,서진원,이은북,2026년 04월,16020,17800,890,2094,9.9,121
162,184269953,수업과 업무에 바로 적용하는 생성형 AI 활용 58제,"챗GPT, 제미나이, 클로드, 노트북LM, 바이브코딩, 수업활용, 업무자동화, 교육용AI챗봇 / 수업 준비, 평가, 학급운영, 행정업무, 지식시스템 구축하기 까지",임세범,앤써북,2026년 04월,16920,18800,940,3357,9.7,7
163,183530330,바로바로 바이브 코딩 with 커서 AI,"인공지능, 자동화, 크롤링, 웹페이지, 바로 배우고 바로 써먹는 AI 코딩 입문서",박현규,골든래빗,2026년 04월,27000,30000,1500,3414,10.0,11
164,182134623,옵시디언 프로페셔널 노트,플러그인과 AI로 확장하는 지식 관리 워크플로,구요한,리코멘드,2026년 03월,22500,25000,1250,5766,9.9,35
165,179694520,맛있는 디자인 피그마 with AI,디자인 시스템을 완성하는 UI/UX 실전 레시피,이영주,한빛미디어,2026년 02월,25200,28000,1400,2412,9.9,125
166,176919464,된다! 피그마 디자인 10분 레시피,SNS 콘텐츠 + UX/UI + 웹 디자인 + AI 활용,"하이서, 김대일, 김시원, 최유빈",이지스퍼블리싱,2026년 02월,25200,28000,1400,3378,10.0,27
167,174048990,"광고, UX/UI, 브랜딩에 바로 쓰는 디자인 심리 108","기획, 마케팅, 디자인 실무자가 꼭 알아야 할 고객의 마음 공식",321web(미쓰이 마사유키) 저/김현미 역,시프트,2026년 01월,16200,18000,900,4395,10.0,14
168,168654454,컴퓨팅 사고와 정보과학 : 2025년도 기출문제집(중·고등학생용),,한국비버챌린지 (Bebras Korea),생능출판사,2025년 12월,13500,15000,0,2052,10.0,4
169,161420414,스케치업&엔스케이프 트레이닝 북,모델링과 렌더링을 함께 익히면서 실무 체력을 튼튼하게 기른다!,강석창,한빛미디어,2025년 10월,28800,32000,1600,2106,10.0,27
170,152553545,된다! 미리캔버스&캔바 디자인 수업,,방구석 다람쥐(배가을),이지스퍼블리싱,2025년 09월,21600,24000,1200,8328,9.8,26
171,151850127,요즘 바이브 코딩 클로드 코드 완벽 가이드,"요금제 선택, CLAUDE.md, Opus, Sonnet, 모델 선택, MCP, PRD, 깃허브 워크플로, UI 프로토타이핑, 인증 구현, 슬래시 커맨드, supabase 연동, 테스트, 배포, 슈퍼 클로드, ccusage, 클로디아 느낌이 좋은 프로그램",최지호,골든래빗,2025년 09월,21600,24000,1200,28542,8.5,19
172,151350143,요즘 교사를 위한 AI 디지털 수업 설계 가이드 with 2022 개정 교육과정,깊이 있는 학습을 위한 디지털 기반 아날로그 수업,"김진관, 김상섭, 이대형, 이상선, 윤신영",한빛미디어,2025년 08월,19800,22000,1100,10374,9.8,35
173,146705191,UX/UI 디자이너를 위한 실무 피그마,디자인 시스템에서 개발 전달까지,클레어 정,한빛미디어,2025년 05월,25200,28000,1400,2778,10.0,14
174,135760031,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 캔바 Canva,현직 교사 5인이 알려주는 교육용 캔바를 활용한 에듀테크 수업의 모든 것,"김태훈, 김한나, 김예슬, 손민지, 유수근",한빛미디어,2024년 10월,20700,23000,1150,14835,9.7,59
